기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2015.09,바누아투,43,"1,195",2,28,"1,167"
2015.09,소말리아,12,"1,178",6,851,327
2015.09,모리타니,20,"1,104",26,"4,095","-2,991"
2015.09,영령 캐이맨 군도,10,"1,045",0,0,"1,045"
2015.09,수리남,23,896,12,480,416
2015.09,마티니크,15,887,0,0,887
2015.09,말리,14,875,0,50,825
2015.09,과델로프,12,833,0,0,833
2015.09,북마리아나 군도,113,831,1,0,831
2015.09,아루바,22,781,0,0,781
2015.09,룩셈부르그,61,747,143,"4,658","-3,911"
2015.09,챠드,2,723,1,0,723
2015.09,루안다,24,721,25,87,634
2015.09,아르메니아,39,705,39,305,400
2015.09,리히텐슈타인,16,672,23,361,310
2015.09,적도 기니,8,656,8,"102,570","-101,914"
2015.09,부탄,21,634,0,0,634
2015.09,보스니아-헤르체고비나,18,616,39,869,-253
2015.09,아메리칸 사모아,20,588,1,13,575
2015.09,우간다,33,573,19,839,-266
2015.09,몰도바,21,554,56,"1,165",-611
2015.09,시에라 리온,9,518,11,691,-174
2015.09,안티가 바부다,5,508,4,34,474
2015.09,몰디브,46,507,1,36,471
2015.09,보츠와나,13,450,1,16,435
2015.09,티모르,10,421,1,0,421
2015.09,벨리제,10,393,2,5,387
2015.09,마세도니아,17,367,14,110,257
2015.09,바베이도스,17,359,1,1,358
2015.09,도미니카,13,349,1,0,349
2015.09,지브랄타,34,312,0,0,312
2015.09,가이아나,29,260,4,175,85
2015.09,팔라우,25,213,0,0,213
2015.09,영령 버진군도,5,200,1,0,200
2015.09,나미비아,18,188,1,"3,121","-2,932"
2015.09,세인트 빈센트 그레나딘,3,146,0,0,146
2015.09,국제통화기금,4,145,0,0,145
2015.09,몬테네그로,4,142,0,0,141
2015.09,스와질랜드,10,122,21,"1,174","-1,052"
2015.09,버뮤다,9,112,0,0,112
2015.09,세인트 루시아,2,95,0,0,95
2015.09,솔로몬 군도,9,94,3,526,-431
2015.09,그레나다,4,87,0,0,87
2015.09,안타티카,2,86,0,0,86
2015.09,미령 버진군도,1,83,3,221,-138
2015.09,감비아,8,67,2,75,-8
2015.09,안도라,2,62,4,28,34
2015.09,불령 가이아나,10,51,1,3,48
2015.09,남수단,3,51,0,0,51
2015.09,카보 베르데,3,36,0,2,34
2015.09,투발루,1,29,0,0,29
2015.09,부룬디,1,20,21,8,12
2015.09,산마리노,1,19,3,97,-78
2015.09,모나코,3,19,6,546,-527
2015.09,나우르,1,16,2,0,16
2015.09,앙귈라,2,5,0,0,5
2015.09,니제르,2,3,2,1,2
2015.09,건지,1,2,0,0,2
2015.09,파로에 군도,3,2,0,0,2
2015.09,쿡 아일랜드,3,2,0,0,2
2015.09,중앙아프리카공화국,1,1,1,33,-32
2015.09,큐라소,2,1,0,0,1
2015.09,투르크 & 카이코스 군도,1,1,0,0,1
2015.09,상토메 프린스페,0,0,2,2,-2
2015.09,토켈라우,0,0,6,63,-63
2015.09,통가,0,0,3,44,-44
2015.09,마이너 아우틀링 합중국 군도,0,0,0,0,0
2015.09,그린랜드,1,0,7,105,-104
2015.09,포클랜드 군도,1,0,0,0,0
2015.09,세인트 헬레나,0,0,1,3,-3
2015.09,피트카이른,0,0,1,0,0
2015.09,니우에,0,0,2,40,-40
2015.09,코모로스,0,0,1,16,-16
2015.09,기네비소,0,0,1,25,-25
2015.09,교황청,0,0,0,1,-1
2015.09,세인트 마틴,2,0,0,0,0
2015.09,몬트세라트,0,0,0,0,0
2015.1,중국,"117,095","12,493,015","253,797","8,388,052","4,104,963"
2015.1,미국,"75,210","6,011,443","474,915","3,997,752","2,013,691"
2015.1,홍콩,"32,212","2,607,539","23,143","105,670","2,501,869"
2015.1,베트남,"45,670","2,403,077","23,186","1,210,187","1,192,889"
2015.1,일본,"58,527","2,138,398","98,753","3,852,569","-1,714,171"
2015.1,인도,"17,506","1,178,101","7,137","426,976","751,126"
2015.1,싱가포르,"20,161","1,112,317","13,990","593,590","518,726"
2015.1,대만,"18,168","863,267","24,503","1,714,387","-851,120"
2015.1,멕시코,"10,781","796,157","4,981","304,779","491,378"
2015.1,사우디아라비아,"3,404","771,400",458,"1,303,589","-532,189"
2015.1,말레이시아,"11,132","683,140","11,249","871,112","-187,972"
2015.1,호주,"9,966","669,526","19,390","1,250,118","-580,592"
2015.1,필리핀,"10,133","657,929","7,213","268,107","389,822"
2015.1,인도네시아,"15,513","600,562","7,989","672,613","-72,051"
2015.1,터키,"5,325","549,992","1,824","54,707","495,285"
2015.1,독일,"12,644","541,737","116,684","1,562,510","-1,020,773"
2015.1,태국,"13,771","530,510","9,737","405,610","124,900"
2015.1,파나마,783,"491,016",94,"1,211","489,805"
2015.1,아랍에미리트 연합,"7,094","472,202",648,"779,353","-307,151"
2015.1,러시아 연방,"5,945","449,810","1,660","909,594","-459,783"
2015.1,마샬군도,48,"436,532",4,1,"436,531"
2015.1,영국,"7,686","424,732","21,231","463,666","-38,934"
2015.1,캐나다,"6,722","402,886","7,569","381,000","21,886"
2015.1,네덜란드,"7,034","378,172","4,124","180,852","197,320"
2015.1,슬로바키아,"2,856","317,904",651,"17,094","300,810"
2015.1,브라질,"6,189","308,973","1,802","399,248","-90,275"
2015.1,폴란드,"5,786","279,872","1,499","56,075","223,796"
2015.1,이탈리아,"5,264","258,091","24,201","418,988","-160,897"
2015.1,이란,"1,535","239,437",147,"176,108","63,329"
2015.1,프랑스,"5,086","186,616","12,810","376,624","-190,009"
2015.1,스페인,"3,783","181,347","4,366","151,089","30,257"
2015.1,체코공화국,"2,139","180,324","1,800","51,345","128,980"
2015.1,벨기에,"1,907","170,578","2,301","88,810","81,767"
2015.1,몰타,263,"155,471",147,"17,116","138,355"
2015.1,바하마,32,"152,483",2,1,"152,483"
2015.1,이집트,"2,786","145,739",159,"14,030","131,709"
2015.1,슬로베니아,656,"143,961",308,"8,973","134,988"
2015.1,뉴질랜드,"1,896","125,423","15,408","78,586","46,837"
2015.1,우즈베크,753,"124,193",62,"1,676","122,516"
2015.1,칠레,"1,879","122,380","1,513","315,056","-192,676"
2015.1,남아프리카공화국,"2,192","98,412",639,"137,448","-39,037"
2015.1,이스라엘,"1,934","97,069","1,518","69,533","27,536"
2015.1,콜롬비아,"1,411","96,402",432,"19,124","77,278"
2015.1,이라크,651,"96,086",21,"422,456","-326,370"
2015.1,헝가리,"1,654","91,230","1,544","61,532","29,698"
2015.1,아르헨티나,"1,045","90,212",475,"71,488","18,724"
2015.1,방글라데시,"2,538","89,260",691,"32,380","56,880"
2015.1,오스트리아,"2,774","78,321","2,645","82,662","-4,340"
2015.1,페루,"1,126","76,064",404,"96,956","-20,892"
2015.1,스웨덴,"1,558","74,932","3,008","136,635","-61,703"
2015.1,파키스탄,"1,582","71,107",751,"22,433","48,674"
2015.1,쿠웨이트,737,"66,572",57,"653,669","-587,097"
2015.1,알제리,321,"62,114",3,36,"62,078"
2015.1,오만,471,"61,725",80,"239,936","-178,211"
2015.1,요르단,"2,299","61,343",59,"3,890","57,454"
2015.1,그리스,910,"60,466",227,"18,458","42,008"
2015.1,나이지리아,743,"59,999",106,"111,115","-51,115"
2015.1,리비아,"2,798","57,756",21,"1,606","56,150"
2015.1,에쿠아도르,549,"55,259",154,"5,637","49,622"
2015.1,루마니아,"1,036","54,456","1,527","49,339","5,118"
2015.1,캄보디아,"2,464","54,376",431,"17,155","37,222"
2015.1,과테말라,666,"51,991",244,"15,747","36,244"
2015.1,카타르,495,"47,470",143,"1,187,184","-1,139,714"
2015.1,미얀마,"1,232","44,182","1,042","72,727","-28,545"
2015.1,피지,113,"43,099",19,286,"42,813"
2015.1,포루투갈,839,"34,338","1,569","15,956","18,381"
2015.1,덴마크,"1,034","34,100","2,631","110,824","-76,724"
2015.1,아일랜드,424,"32,897","1,193","91,046","-58,149"
2015.1,스위스,974,"32,113","4,253","216,283","-184,170"
2015.1,카자흐스탄,661,"31,053",45,"9,057","21,997"
2015.1,도미니카 공화국,789,"27,981",135,"5,314","22,668"
2015.1,푸에르토리코,197,"25,734",168,"15,374","10,360"
2015.1,스리랑카,"1,310","23,793",462,"6,532","17,262"
2015.1,리투아니아,302,"22,615",357,"6,279","16,337"
2015.1,뉴 칼레도니아,87,"22,604",14,"19,644","2,961"
2015.1,레바논,278,"22,067",46,"1,686","20,380"
2015.1,모로코,286,"21,226",244,"7,736","13,490"
2015.1,핀란드,689,"20,737","1,342","87,732","-66,995"
2015.1,베네주엘라,118,"19,902",11,100,"19,802"
2015.1,투르크멘,128,"18,506",0,2,"18,505"
2015.1,몽골,"1,293","17,558",875,"4,051","13,506"
2015.1,코스타리카,412,"16,845",369,"11,285","5,561"
2015.1,튀니지,154,"16,768",253,"2,388","14,380"
2015.1,가나,771,"16,243",23,"3,079","13,163"
2015.1,라오스,220,"15,931",37,979,"14,952"
2015.1,우크라이나,642,"15,886",303,"50,647","-34,761"
2015.1,파라과이,170,"14,416",16,447,"13,969"
2015.1,바레인,242,"14,059",64,"57,817","-43,757"
2015.1,시리아,269,"13,922",1,0,"13,922"
2015.1,케냐,307,"13,329",85,"3,073","10,257"
2015.1,니카라과,317,"12,050",51,"1,089","10,962"
2015.1,수단,312,"11,643",8,163,"11,480"
2015.1,모잠비크,80,"11,488",4,368,"11,120"
2015.1,코트디봐르,229,"10,903",12,615,"10,288"
2015.1,탄자니아,190,"10,864",22,350,"10,514"
2015.1,트리니다드 토바고,116,"9,808",42,"17,327","-7,519"
2015.1,온두라스,165,"9,526",135,"2,181","7,345"
2015.1,불가리아,391,"9,445",375,"6,691","2,753"
2015.1,세르비아,136,"8,897",69,"5,043","3,854"
2015.1,우루과이,250,"8,266",86,"6,117","2,149"
2015.1,볼리비아,108,"7,997",20,"19,696","-11,699"
2015.1,엘살바도르,147,"7,812",65,"1,184","6,629"
2015.1,노르웨이,484,"7,798","2,269","202,866","-195,068"
2015.1,예맨,619,"7,576",4,121,"7,454"
2015.1,아제르바이잔,114,"7,234",3,73,"7,160"
2015.1,브루나이,135,"7,227",35,"31,408","-24,181"
2015.1,이디오피아,98,"6,945",104,"3,440","3,505"
2015.1,지부티,73,"6,523",1,0,"6,522"
2015.1,팔레스타인 해방기구,93,"6,115",0,0,"6,115"
2015.1,앙골라,134,"6,063",7,525,"5,538"
2015.1,세네갈,100,"5,596",93,"5,750",-155
2015.1,키르기스스탄,372,"5,337",7,123,"5,214"
2015.1,라트비아,234,"5,211",189,"5,808",-596
2015.1,괌,324,"5,127",15,271,"4,856"
2015.1,파푸아 뉴기니,84,"5,095",29,"67,626","-62,531"
2015.1,안타티카,17,"4,538",0,0,"4,538"
2015.1,불령 폴리네시아,43,"4,407",3,98,"4,308"
2015.1,마세도니아,31,"4,277",24,458,"3,819"
2015.1,에스토니아,202,"4,235",232,"11,988","-7,753"
2015.1,마이크로네시아,53,"4,154",0,0,"4,154"
2015.1,크로아티아,147,"3,850",126,549,"3,301"
2015.1,조지아,136,"3,515",23,814,"2,701"
2015.1,보츠와나,18,"3,202",4,54,"3,148"
2015.1,아이티,99,"3,067",42,465,"2,602"
2015.1,마카오,159,"3,011",47,64,"2,947"
2015.1,베라루스,98,"2,986",39,"4,757","-1,772"
2015.1,모리셔스,161,"2,875",16,285,"2,589"
2015.1,쿠바,65,"2,857",16,948,"1,909"
2015.1,베닝,50,"2,432",7,452,"1,979"
2015.1,아루바,20,"2,358",0,0,"2,358"
2015.1,기타국,30,"2,351",445,"28,862","-26,511"
2015.1,사이프러스,101,"2,277",17,238,"2,040"
2015.1,마다카스카르,69,"2,188",52,"5,528","-3,339"
2015.1,아이슬란드,42,"2,047",76,"1,986",61
2015.1,잠비아,52,"1,940",11,"38,083","-36,143"
2015.1,북마리아나 군도,130,"1,804",2,3,"1,801"
2015.1,카메룬,81,"1,760",15,242,"1,518"
2015.1,자마이카,60,"1,589",17,860,730
2015.1,사모아,17,"1,588",3,54,"1,533"
2015.1,네팔,104,"1,466",52,353,"1,114"
2015.1,콩고민주공화국,22,"1,438",35,"18,206","-16,768"
2015.1,토고,91,"1,401",26,"1,937",-536
2015.1,가봉,23,"1,398",6,"33,136","-31,738"
2015.1,가이아나,35,"1,322",2,139,"1,183"
2015.1,짐바브웨,39,"1,309",3,200,"1,109"
2015.1,세이쉘,28,"1,281",9,"1,001",280
2015.1,아프카니스탄,86,"1,261",1,0,"1,260"
2015.1,알바니아,50,"1,239",46,139,"1,100"
2015.1,네덜란드 열도,25,"1,168",3,54,"1,114"
2015.1,말리,21,"1,154",1,0,"1,154"
2015.1,나미비아,17,"1,137",5,"3,035","-1,898"
2015.1,라이베리아,20,"1,124",15,"14,113","-12,989"
2015.1,보스니아-헤르체고비나,32,"1,048",60,"1,017",31
2015.1,기니,28,"1,041",18,892,150
2015.1,티모르,21,"1,030",2,76,953
2015.1,타지크,186,"1,018",0,4,"1,014"
2015.1,적도 기니,13,953,4,"65,709","-64,756"
2015.1,룩셈부르그,73,946,142,"4,547","-3,601"
2015.1,콩고,42,937,8,916,21
2015.1,바베이도스,13,921,3,57,865
2015.1,루안다,24,918,7,29,889
2015.1,버뮤다,11,918,1,0,918
2015.1,아르메니아,35,820,12,708,112
2015.1,불령 리유니온 코모도 제도,25,818,1,0,817
2015.1,몰디브,54,812,2,3,809
2015.1,영령 캐이맨 군도,9,773,0,0,773
2015.1,리히텐슈타인,27,761,26,427,334
2015.1,우간다,39,747,22,909,-161
2015.1,마티니크,13,737,0,0,737
2015.1,소말리아,10,735,6,"1,487",-752
2015.1,안티가 바부다,13,634,2,402,232
2015.1,수리남,28,624,7,263,361
2015.1,모리타니,14,565,39,"4,784","-4,220"
2015.1,세인트 루시아,9,475,0,0,475
2015.1,키리바티,23,453,3,333,120
2015.1,도미니카,18,444,1,1,443
2015.1,카보 베르데,5,419,0,0,419
2015.1,말라위,12,418,4,18,400
2015.1,과델로프,10,400,1,1,400
2015.1,아메리칸 사모아,18,384,0,0,384
2015.1,몰도바,29,347,63,"1,277",-931
2015.1,시에라 리온,16,334,13,880,-546
2015.1,부탄,21,297,0,5,292
2015.1,지브랄타,24,274,0,0,274
2015.1,팔라우,25,269,0,0,269
2015.1,부르키나 파소,9,252,3,832,-580
2015.1,벨리제,6,222,5,167,55
2015.1,투르크 & 카이코스 군도,3,167,0,0,167
2015.1,상토메 프린스페,1,162,1,0,161
2015.1,에리트리아,4,150,0,0,150
2015.1,감비아,1,147,3,30,116
2015.1,통가,4,146,4,72,73
2015.1,바누아투,20,139,4,530,-390
2015.1,스와질랜드,10,134,15,691,-557
2015.1,영령 버진군도,3,122,1,58,64
2015.1,그레나다,5,102,0,0,102
2015.1,세인트 키츠 네비스,2,101,0,0,101
2015.1,부룬디,4,87,3,0,87
2015.1,기네비소,3,67,0,0,67
2015.1,불령 가이아나,10,67,0,0,67
2015.1,세인트 빈센트 그레나딘,4,64,0,0,64
2015.1,나우르,1,54,0,0,54
2015.1,산마리노,2,52,2,1,51
2015.1,큐라소,9,37,1,19,18
2015.1,안도라,3,32,3,3,29
2015.1,니제르,3,31,1,1,30
2015.1,몬테네그로,4,29,0,0,29
2015.1,투발루,1,23,1,0,23
2015.1,챠드,5,15,0,0,15
2015.1,남수단,3,13,0,0,13
2015.1,앙귈라,4,7,0,0,7
2015.1,솔로몬 군도,5,6,4,"1,033","-1,027"
2015.1,중앙아프리카공화국,3,6,0,0,6
2015.1,미령 버진군도,3,3,7,927,-925
2015.1,포클랜드 군도,1,2,0,0,2
2015.1,맨섬,0,0,1,0,0
2015.1,몬트세라트,0,0,1,0,0
2015.1,토켈라우,1,0,2,4,-3
2015.1,세인트 마틴,1,0,0,0,0
2015.1,크리스마스 아일랜드,0,0,3,3,-3
2015.1,그린랜드,0,0,7,117,-117
2015.1,건지,0,0,1,15,-15
2015.1,코스 군도,0,0,0,2,-2
2015.1,레소토,0,0,0,0,0
2015.1,세인트 헬레나,0,0,2,2,-2
2015.1,니우에,0,0,5,73,-73
2015.1,세인트 바르탤르미,0,0,2,8,-8
2015.1,모나코,0,0,6,113,-113
2015.1,쿡 아일랜드,1,0,1,1,-1
2015.11,중국,"401,268","11,610,771","263,306","7,856,047","3,754,724"
2015.11,미국,"68,657","5,519,655","433,251","3,357,784","2,161,871"
2015.11,홍콩,"161,560","2,839,574","20,343","119,845","2,719,729"
2015.11,영국,"7,483","2,294,135","22,154","683,228","1,610,907"
2015.11,베트남,"42,788","2,179,079","20,036","924,347","1,254,731"
2015.11,일본,"55,159","2,022,536","96,870","3,340,140","-1,317,604"
2015.11,싱가포르,"16,766","1,397,685","12,937","496,657","901,029"
2015.11,대만,"17,370","1,046,592","23,147","1,300,094","-253,502"
2015.11,마샬군도,49,"999,057",3,"5,523","993,534"
2015.11,인도,"15,264","934,336","6,971","297,391","636,945"
2015.11,호주,"8,933","793,513","18,867","1,032,806","-239,292"
2015.11,사우디아라비아,"3,149","759,970",452,"1,278,832","-518,861"
2015.11,필리핀,"9,527","673,914","6,792","277,653","396,261"
2015.11,말레이시아,"10,858","602,604","11,054","675,765","-73,160"
2015.11,멕시코,"8,829","572,037","4,810","254,452","317,585"
2015.11,인도네시아,"14,075","543,531","7,316","668,244","-124,713"
2015.11,영령 캐이맨 군도,18,"534,790",2,12,"534,779"
2015.11,아랍에미리트 연합,"6,777","481,073",577,"545,958","-64,884"
2015.11,독일,"12,288","477,945","118,697","1,773,928","-1,295,983"
2015.11,콩고,51,"476,886",12,"1,782","475,104"
2015.11,태국,"12,821","469,644","9,480","374,924","94,721"
2015.11,버뮤다,15,"450,261",0,0,"450,261"
2015.11,터키,"5,363","431,979","1,792","52,739","379,241"
2015.11,러시아 연방,"5,113","311,978","1,557","1,061,515","-749,536"
2015.11,이탈리아,"4,805","308,964","26,606","534,994","-226,030"
2015.11,네덜란드,"6,826","285,671","3,887","410,442","-124,771"
2015.11,캐나다,"6,163","285,154","7,104","274,296","10,858"
2015.11,브라질,"5,452","280,150","1,892","441,792","-161,642"
2015.11,이란,"1,448","240,314",150,"130,332","109,982"
2015.11,슬로바키아,"2,475","230,159",629,"12,672","217,487"
2015.11,폴란드,"5,407","229,535","1,486","43,928","185,607"
2015.11,이집트,"3,052","161,098",178,"4,360","156,739"
2015.11,스페인,"3,575","160,659","4,663","138,209","22,450"
2015.11,체코공화국,"1,936","158,513","1,700","50,404","108,109"
2015.11,칠레,"1,853","149,251","1,313","322,062","-172,812"
2015.11,프랑스,"4,435","147,246","13,270","430,681","-283,435"
2015.11,벨기에,"1,720","139,974","2,599","94,327","45,647"
2015.11,바하마,19,"133,615",3,1,"133,614"
2015.11,슬로베니아,558,"119,226",283,"8,859","110,367"
2015.11,이라크,705,"114,559",22,"526,075","-411,515"
2015.11,방글라데시,"2,754","100,338",581,"19,910","80,428"
2015.11,쿠웨이트,654,"95,191",59,"701,529","-606,339"
2015.11,뉴질랜드,"1,727","94,940","15,499","78,565","16,376"
2015.11,이스라엘,"2,009","94,528","1,531","69,309","25,219"
2015.11,오만,517,"89,647",55,"174,755","-85,108"
2015.11,콜롬비아,"1,270","88,796",422,"21,224","67,572"
2015.11,남아프리카공화국,"1,930","87,270",547,"102,501","-15,232"
2015.11,페루,"1,192","83,765",392,"77,149","6,615"
2015.11,몰타,235,"81,049",146,"43,546","37,503"
2015.11,헝가리,"1,457","77,783","1,640","62,368","15,415"
2015.11,아르헨티나,985,"69,863",352,"42,624","27,239"
2015.11,우즈베크,694,"69,421",38,"1,322","68,099"
2015.11,스웨덴,"1,373","67,312","3,102","115,113","-47,802"
2015.11,크로아티아,143,"65,764",104,585,"65,179"
2015.11,오스트리아,"2,369","62,065","2,617","79,990","-17,926"
2015.11,파키스탄,"1,568","61,676",720,"23,218","38,458"
2015.11,알제리,332,"58,835",16,"96,850","-38,015"
2015.11,그리스,783,"58,123",249,"20,701","37,422"
2015.11,캄보디아,"2,532","54,587",377,"11,028","43,559"
2015.11,요르단,"2,397","53,610",48,"3,394","50,216"
2015.11,카타르,473,"47,556",131,"1,034,903","-987,348"
2015.11,미얀마,"1,166","45,435",694,"37,250","8,185"
2015.11,피지,124,"45,400",6,107,"45,293"
2015.11,에쿠아도르,462,"40,845",137,"4,728","36,116"
2015.11,나이지리아,686,"40,313",86,"82,388","-42,075"
2015.11,포루투갈,826,"37,635","1,682","15,421","22,213"
2015.11,루마니아,927,"33,842","1,528","43,893","-10,051"
2015.11,덴마크,965,"33,138","2,539","61,952","-28,814"
2015.11,카자흐스탄,632,"31,487",35,"8,847","22,640"
2015.11,아일랜드,407,"31,269","1,163","75,073","-43,804"
2015.11,스위스,895,"30,049","4,337","201,609","-171,560"
2015.11,리비아,"2,785","29,343",16,"1,094","28,249"
2015.11,라오스,261,"28,858",91,"3,226","25,632"
2015.11,파나마,698,"28,812",91,"50,852","-22,040"
2015.11,도미니카 공화국,521,"28,298",91,"3,846","24,452"
2015.11,레바논,309,"27,504",53,"1,732","25,772"
2015.11,시리아,315,"25,181",5,22,"25,159"
2015.11,베네주엘라,144,"23,637",18,567,"23,070"
2015.11,모로코,279,"23,371",271,"15,408","7,962"
2015.11,스리랑카,"1,300","23,316",383,"6,483","16,833"
2015.11,과테말라,619,"21,950",257,"7,400","14,550"
2015.11,가나,809,"21,726",32,"2,582","19,144"
2015.11,리투아니아,300,"20,296",349,"4,326","15,971"
2015.11,푸에르토리코,144,"18,928",123,"14,617","4,312"
2015.11,몽골,"1,262","18,423",859,"1,632","16,790"
2015.11,핀란드,670,"17,997","1,387","110,520","-92,523"
2015.11,탄자니아,190,"17,883",26,385,"17,499"
2015.11,튀니지,189,"17,639",234,"2,247","15,392"
2015.11,노르웨이,428,"16,775","2,424","183,451","-166,676"
2015.11,뉴 칼레도니아,88,"16,743",17,"18,180","-1,438"
2015.11,케냐,267,"15,498",64,"1,808","13,690"
2015.11,우크라이나,594,"15,311",299,"49,314","-34,003"
2015.11,바레인,246,"14,816",82,"28,625","-13,809"
2015.11,우루과이,193,"14,253",81,"6,360","7,893"
2015.11,투르크멘,107,"13,872",0,0,"13,871"
2015.11,조지아,127,"13,302",38,"1,030","12,272"
2015.11,예맨,"1,311","13,084",9,321,"12,762"
2015.11,니카라과,247,"12,900",46,"1,045","11,856"
2015.11,파라과이,138,"12,870",14,409,"12,460"
2015.11,팔레스타인 해방기구,86,"11,777",1,75,"11,702"
2015.11,코스타리카,261,"9,971",337,"10,458",-487
2015.11,트리니다드 토바고,106,"8,905",31,"15,523","-6,617"
2015.11,아제르바이잔,121,"8,872",4,29,"8,843"
2015.11,수단,330,"8,850",11,"2,041","6,810"
2015.11,온두라스,151,"8,767",87,"1,670","7,098"
2015.11,엘살바도르,156,"8,442",58,690,"7,752"
2015.11,불가리아,345,"8,378",428,"4,846","3,532"
2015.11,라트비아,203,"7,879",163,"3,287","4,593"
2015.11,앙골라,118,"7,195",11,"46,875","-39,680"
2015.11,코트디봐르,137,"7,168",17,"1,363","5,805"
2015.11,세르비아,114,"5,633",60,"1,037","4,596"
2015.11,이디오피아,84,"4,932",104,"4,375",557
2015.11,볼리비아,98,"4,888",47,"52,292","-47,403"
2015.11,괌,401,"4,822",15,55,"4,767"
2015.11,솔로몬 군도,20,"4,748",4,564,"4,184"
2015.11,마이크로네시아,43,"4,563",4,289,"4,275"
2015.11,키르기스스탄,427,"4,478",6,78,"4,400"
2015.11,에스토니아,188,"4,396",219,"21,149","-16,753"
2015.11,브루나이,113,"4,265",29,"51,543","-47,278"
2015.11,쿠바,54,"3,946",9,717,"3,229"
2015.11,마세도니아,29,"3,118",20,117,"3,001"
2015.11,가봉,26,"3,056",5,"3,176",-120
2015.11,세네갈,88,"3,034",84,"4,148","-1,114"
2015.11,마카오,119,"2,947",57,167,"2,780"
2015.11,카메룬,89,"2,643",14,256,"2,387"
2015.11,아이슬란드,34,"2,604",63,"2,293",311
2015.11,라이베리아,32,"2,564",10,43,"2,522"
2015.11,기타국,28,"2,445",422,"25,165","-22,720"
2015.11,루안다,10,"2,330",9,171,"2,158"
2015.11,아이티,56,"2,225",16,965,"1,260"
2015.11,알바니아,45,"2,218",35,159,"2,060"
2015.11,부르키나 파소,13,"2,187",7,638,"1,549"
2015.11,아루바,20,"2,145",1,1,"2,144"
2015.11,베닝,47,"2,106",6,943,"1,163"
2015.11,토고,64,"2,051",25,"1,386",664
2015.11,사이프러스,117,"1,942",13,168,"1,774"
2015.11,모리셔스,138,"1,917",17,347,"1,571"
2015.11,아프카니스탄,104,"1,887",0,6,"1,882"
2015.11,사모아,23,"1,868",3,41,"1,827"
2015.11,타지크,192,"1,860",0,0,"1,860"
2015.11,모잠비크,38,"1,850",5,"7,820","-5,970"
2015.11,파푸아 뉴기니,89,"1,825",37,"12,097","-10,272"
2015.11,적도 기니,14,"1,800",4,"63,963","-62,164"
2015.11,베라루스,81,"1,628",36,"2,014",-386
2015.11,불령 폴리네시아,37,"1,540",0,0,"1,540"
2015.11,마다카스카르,105,"1,522",50,"4,978","-3,456"
2015.11,불령 리유니온 코모도 제도,30,"1,521",0,0,"1,521"
2015.11,말리,16,"1,515",0,7,"1,509"
2015.11,지부티,52,"1,496",1,1,"1,495"
2015.11,자마이카,56,"1,490",11,260,"1,230"
2015.11,아메리칸 사모아,13,"1,485",1,0,"1,485"
2015.11,짐바브웨,36,"1,416",4,102,"1,313"
2015.11,기니,43,"1,359",31,"1,887",-528
2015.11,티모르,18,"1,202",3,77,"1,125"
2015.11,잠비아,46,"1,111",9,"12,382","-11,272"
2015.11,네팔,92,"1,080",46,90,990
2015.11,가이아나,28,"1,059",2,35,"1,025"
2015.11,벨리제,14,855,1,4,851
2015.11,북마리아나 군도,120,852,2,18,834
2015.11,세이쉘,42,813,5,338,475
2015.11,세인트 키츠 네비스,3,739,1,0,739
2015.11,룩셈부르그,73,700,252,"4,892","-4,192"
2015.11,말라위,12,674,13,221,453
2015.11,우간다,34,662,22,"1,044",-382
2015.11,콩고민주공화국,21,660,37,"19,263","-18,603"
2015.11,바베이도스,15,612,2,50,562
2015.11,보츠와나,13,610,2,7,603
2015.11,수리남,22,608,5,118,490
2015.11,마티니크,13,598,0,0,598
2015.11,보스니아-헤르체고비나,22,585,89,"1,141",-556
2015.11,과델로프,12,544,0,0,544
2015.11,네덜란드 열도,27,544,2,54,490
2015.11,안티가 바부다,10,504,1,1,503
2015.11,모리타니,15,497,23,"3,557","-3,059"
2015.11,아르메니아,40,490,15,440,50
2015.11,리히텐슈타인,24,488,28,606,-118
2015.11,키리바티,43,420,2,"1,438","-1,019"
2015.11,몰디브,49,391,1,1,390
2015.11,소말리아,4,384,3,755,-371
2015.11,부탄,25,365,4,2,363
2015.11,몰도바,22,329,45,647,-318
2015.11,영령 버진군도,1,297,0,0,297
2015.11,바누아투,23,293,13,479,-186
2015.11,그레나다,7,289,0,0,289
2015.11,감비아,12,289,1,0,289
2015.11,팔라우,28,288,0,0,288
2015.11,남수단,2,274,0,0,274
2015.11,시에라 리온,19,239,15,762,-524
2015.11,도미니카,14,232,1,0,232
2015.11,피트카이른,1,227,0,0,227
2015.11,챠드,16,214,0,0,214
2015.11,니제르,12,183,2,0,183
2015.11,나미비아,16,183,5,969,-786
2015.11,스와질랜드,15,183,9,50,133
2015.11,지브랄타,10,145,3,"13,860","-13,714"
2015.11,국제통화기금,2,125,0,0,125
2015.11,불령 가이아나,7,115,1,0,115
2015.11,파로에 군도,1,114,0,0,114
2015.11,큐라소,8,102,0,0,102
2015.11,몬테네그로,7,85,2,1,84
2015.11,투발루,1,85,0,0,85
2015.11,에리트리아,1,76,0,0,76
2015.11,투르크 & 카이코스 군도,3,57,1,0,56
2015.11,세인트 빈센트 그레나딘,4,53,0,0,53
2015.11,상토메 프린스페,2,48,0,0,48
2015.11,세인트 루시아,7,47,0,0,47
2015.11,통가,3,38,19,"1,043","-1,005"
